MatchID,LeagueID,LeagueName,LeagueFullname,LeagueAbbreviation,CountryID,CountryName,CountryAbbreviation,HomeTeamID,HomeTeamName,GuestTeamID,GuestTeamName,HostHandicapFT,ExpectedGoalsFT,BettingCuoteFT,HostHandicapHT,ExpectedGoalsHT,BettingCuoteHT,HostGoalsFT,GuestGoalsFT,HostCornersFT,GuestCornersFT,HostYCFT,GuestYCFT,HostRCFT,GuestRCFT,HostAttacksFT,GuestAttacksFT,HostDAttacksFT,GuestDAttacksFT,HostonTargetFT,GuestonTargetFT,HostoffTargetFT,GuestoffTargetFT,HostPossessionFT,GuestPossessionFT,Status,Goal,Pitch,Weather
693424,2473,Ukraine D1W,Ukraine Division 1 Women,U,21,Ukraine,W,32563,Voskhod Stara Mayachka Women,38658,EMC Podillya Women,-2.75,3.25,,-1.0,1.25,,4,1,7,0,0,1,0,0,146,84,88,16,11,1,5,0,0,0,77,1,Pitch: GOOD,Weather: GOOD
693085,349,INT W,Womens International,W,4,International,G,1913,China PR Women,5107,New Zealand Women,-1.0,2.25,9,-0.25,1.0,4,1,0,2,2,0,0,0,0,71,38,55,35,2,3,0,2,0,0,70,1,Pitch: GOOD,Weather: GOOD
693058,653,IRN PL,Iran Pro League,I,74,Iran,Y,5943,Paykan,7632,Saipa Karadj,-0.25,2.0,8.5,0.0,0.75,4,1,0,2,1,1,0,0,0,81,84,34,43,2,1,1,0,0,0,52,1,Pitch: GOOD,Weather: GOOD
693086,349,INT W,Womens International,W,4,International,G,8837,Paraguay Women,8713,Argentina Women,+0.75,2.75,9,+0.25,1.0,4,1,0,0,1,0,1,0,0,53,52,33,28,4,4,3,4,0,0,48,1,Pitch: GOOD,Weather: GOOD
693083,1840,KOS SL,Kosovo Superliga,K,140,Kosovo,K,25231,KF Ferizaj,33460,KF Flamurtari Pristina,-0.25,2.25,,-0.25,1.0,,1,0,1,3,0,0,0,0,64,53,33,34,2,1,2,2,0,0,46,1,Pitch: GOOD,Weather: GOOD
693163,1388,NOR EL U19,Norway U19 Elite League,N,70,Norway,N,5930,Viking FK U19,1855,Lillestrom U19,-1.75,4.5,9,-0.75,1.75,4,2,2,1,1,0,0,0,0,49,41,22,19,2,3,2,3,52,48,46,1,Pitch: GOOD,Weather: GOOD
693089,2382,KOS D1,Kosovo Division 1,K,140,Kosovo,K,28778,KF Vitia,34987,FK Onix Banje,+0.25,2.5,,+0.25,1.0,,0,0,5,4,2,2,0,0,66,87,40,55,4,3,3,10,0,0,46,0,Pitch: GOOD,Weather: GOOD
693295,212,URY RL,Uruguay Reserve League,U,52,Uruguay,W,3603,Juventud De Las Piedras Reserves,1889,Racing Club de Montevideo Reserves,-0.5,2.75,,-0.25,1.25,,0,0,1,1,4,2,0,0,56,44,42,28,0,3,3,3,0,0,48,0,Pitch: GOOD,Weather: GOOD
693156,697,SAU Cup,Saudi Arabia Cup,S,36,Saudi Arabia,S,858,Al Shoalah,23451,Al Suqoor,-0.25,2.75,,0.0,1.0,,0,0,5,0,0,0,0,0,50,48,51,19,3,0,5,1,0,0,HT,0,Pitch: GOOD,Weather: GOOD
693157,697,SAU Cup,Saudi Arabia Cup,S,36,Saudi Arabia,S,28557,Al Taqdom,866,Al Ittifaq Dammam,+1.25,3.0,,+0.5,1.25,,0,2,0,6,0,0,0,0,42,44,10,46,0,2,0,1,0,0,40,1,Pitch: GOOD,Weather: GOOD
693426,287,BRA U20,Brazil U20 League,B,47,Brazil,B,38659,Tuna Luso U20,9634,Remo PA U20,0.0,3.25,,0.0,1.25,,0,0,0,0,2,1,0,0,21,31,16,14,0,0,2,3,51,49,29,0,Pitch: GOOD,Weather: GOOD
693168,429,OMN Su Cup,Oman Sultans Cup,O,33,Oman,A,2953,Fanja,30027,Sur SC,-0.75,2.5,,-0.25,1.0,,0,1,1,0,0,0,0,0,50,37,31,18,2,1,2,3,0,0,26,1,Pitch: GOOD,Weather: GOOD
693169,429,OMN Su Cup,Oman Sultans Cup,O,33,Oman,A,9252,Oman FC,19067,Nizwa,-1.0,2.75,,-0.5,1.25,,1,0,0,1,1,0,0,0,25,22,11,9,1,0,2,4,0,0,24,1,Pitch: GOOD,Weather: GOOD
693160,492,BRA,Brazilian Matches,B,47,Brazil,B,38236,CAAC Brasil FC,12779,Sao Cristovao RJ,+3.25,3.75,10.5,+1.25,1.5,5,0,1,0,1,0,0,0,0,15,17,8,4,0,1,0,0,0,0,9,1,Pitch: GOOD,Weather: GOOD
693216,1043,UGA D2,Uganda Division 2,U,109,Uganda,W,38373,Katwe United,38462,Mbale Heroes,+0.25,2.0,,0.0,0.75,,0,0,0,1,0,0,0,0,5,10,3,6,2,1,0,1,0,0,6,0,Pitch: GOOD,Weather: GOOD
693218,1043,UGA D2,Uganda Division 2,U,109,Uganda,W,38374,MYDA FC,20106,Paidha Black Angels,-0.25,2.0,,0.0,0.75,,0,0,0,0,0,0,0,0,9,6,1,3,0,0,0,0,0,0,5,0,Pitch: GOOD,Weather: GOOD
693215,1043,UGA D2,Uganda Division 2,U,109,Uganda,W,28241,Bukedea TC FC,34185,Saviours FC,-0.5,2.0,,-0.25,0.75,,0,0,0,0,0,0,0,0,5,6,3,3,0,0,0,1,0,0,4,0,Pitch: GOOD,Weather: GOOD
693159,1124,TZA PL,Tanzania Premier League,T,106,Tanzania,T,9284,Simba Sports Club,16524,Tanzania Prisons,-0.75,1.75,9,-0.25,0.75,4.5,0,0,1,0,0,0,0,0,8,6,4,2,0,0,0,0,0,0,4,0,Pitch: GOOD,Weather: GOOD
693217,1043,UGA D2,Uganda Division 2,U,109,Uganda,W,28248,Kitara FC,27673,UPDF FC,-0.5,2.0,,-0.25,0.75,,0,0,0,0,0,0,0,0,9,9,3,7,0,0,0,0,0,0,3,0,Pitch: GOOD,Weather: GOOD
693090,713,TUN L1,Tunisia League 1,T,55,Tunisia,T,4771,Esperance de Tunis,6213,Bizertin,-1.5,2.75,,-0.75,1.25,,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,Pitch: GOOD,Weather: GOOD
693219,1043,UGA D2,Uganda Division 2,U,109,Uganda,W,25370,Nyamityobora FC,12495,Water FC,-0.5,2.0,,-0.25,0.75,,0,0,0,0,0,0,0,0,7,3,3,0,1,0,0,0,0,0,2,0,Pitch: GOOD,Weather: GOOD
693233,212,URY RL,Uruguay Reserve League,U,52,Uruguay,W,8893,CA River Plate Reserves,1577,Montevideo Wanderers Reserves,-0.25,2.5,,0.0,1.0,,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,1,0,Pitch: GOOD,Weather: GOOD
692475,704,ARG R,Argentina Reserve League,A,32,Argentina,A,32795,JJ Urquiza Reserves,19791,Talleres Remedios Reserves,-0.75,2.75,9.5,-0.25,1.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NS,0,Pitch: GOOD,Weather: GOOD
693147,1854,ENG PLC U23,England U23 Premier League Cup,E,14,England,Y,23307,Burnley U23,23888,Crystal Palace U23,-0.75,2.75,,-0.25,1.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NS,0,Pitch: GOOD,Weather: GOOD
693191,1043,UGA D2,Uganda Division 2,U,109,Uganda,W,25369,Doves All Stars,33712,Light SS FC,-0.5,2.0,,-0.25,0.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NS,0,Pitch: GOOD,Weather: GOOD
693192,1043,UGA D2,Uganda Division 2,U,109,Uganda,W,18500,Ndejje University,38460,Kigezi Homeboys FC,-0.5,2.0,,-0.25,0.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NS,0,Pitch: GOOD,Weather: GOOD
693520,704,ARG R,Argentina Reserve League,A,32,Argentina,A,33771,General Lamadrid Reserves,33949,Leandro N. Alem Reserves,-0.25,3.25,,-0.25,1.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NS,0,Pitch: GOOD,Weather: GOOD
