MatchID,LeagueID,LeagueName,LeagueFullname,LeagueAbbreviation,CountryID,CountryName,CountryAbbreviation,HomeTeamID,HomeTeamName,GuestTeamID,GuestTeamName,HostHandicapFT,ExpectedGoalsFT,BettingCuoteFT,HostHandicapHT,ExpectedGoalsHT,BettingCuoteHT,HostGoalsFT,GuestGoalsFT,HostCornersFT,GuestCornersFT,HostYCFT,GuestYCFT,HostRCFT,GuestRCFT,HostAttacksFT,GuestAttacksFT,HostDAttacksFT,GuestDAttacksFT,HostonTargetFT,GuestonTargetFT,HostoffTargetFT,GuestoffTargetFT,HostPossessionFT,GuestPossessionFT,Status,Goal
685914,2366,Ireland LSL,Republic of Ireland Leinster Senior League,R,100,Ireland,A,25378,Maynooth University Town FC,12227,Crumlin United,+0.5,3.25,,+0.25,1.25,,4,0,2,12,1,3,0,1,117,171,41,97,8,9,4,14,0,0,FT,1
678624,35,Barclays PL,Barclays Premier League,B,14,England,Y,6267,Southampton,748,Leicester,+0.25,2.5,10.5,0.0,1.0,5,0,8,2,7,0,0,1,0,94,149,20,85,3,14,3,9,34,66,90,1
678889,36,SPN PL,Spain Primera Liga,S,23,Spain,X,6848,Villarreal,4699,CD Alaves,-1.0,2.5,10,-0.25,1.0,4.5,3,1,5,4,2,2,0,0,124,105,58,39,7,5,11,8,60,40,90,1
684366,155,ESP S,Spain Segunda,S,23,Spain,X,4720,Albacete,3085,Cadiz,0.0,1.75,9,0.0,0.75,4.5,1,0,6,2,2,2,0,0,130,95,81,58,6,2,5,3,59,41,92,0
684374,157,ITA SB,Italy Serie B,I,22,Italy,Y,7380,Ascoli,1704,Virtus Entella,-0.5,2.25,9,-0.25,1.0,4.5,2,1,3,5,4,7,1,0,64,113,35,49,4,2,7,11,39,61,87,1
686039,1036,URY CL,Uruguay Clausura,U,52,Uruguay,W,7731,Racing Club de Montevideo,3002,Rampla Juniors,-0.5,2.75,10.5,-0.25,1.0,5,2,1,5,8,2,4,0,0,77,108,46,69,6,6,4,4,42,58,88,1
686037,1036,URY CL,Uruguay Clausura,U,52,Uruguay,W,4675,Boston River,6676,Defensor Sporting,+0.25,2.5,9.5,0.0,1.0,4.5,1,4,2,3,0,1,1,0,115,89,74,63,7,4,6,8,0,0,86,1
686038,1036,URY CL,Uruguay Clausura,U,52,Uruguay,W,4407,Danubio,6675,Penarol,+0.5,2.25,10,+0.25,1.0,4.5,0,2,5,3,2,3,0,0,97,100,75,69,2,4,8,5,45,55,86,0
686414,2707,VEN RL,Venezuela Reserve League,V,116,Venezuela,W,35531,Zamora Reserves,35529,CD Lara Reserves,-0.25,2.25,,0.0,1.0,,1,0,3,3,3,4,0,0,70,83,66,79,4,1,5,4,0,0,82,1
679710,108,PRT PL,Portugal Primeira Liga,P,45,Portugal,P,6353,Pacos Ferreira,1031,Rio Ave,0.0,2.25,10.5,0.0,1.0,5,0,0,2,3,0,0,0,0,70,59,24,21,3,1,10,4,50,50,58,0
685861,805,ESP TG12,Spain Tercera Group 12,S,23,Spain,X,10234,Ibarra,10346,CD Marino,+0.5,2.25,,+0.25,1.0,,0,0,3,2,1,1,0,0,56,62,33,34,0,3,1,3,36,64,HT,0
685491,534,PER PD,Peru Primera Division,P,117,Peru,M,4601,Real Garcilaso,3453,Deportivo Municipal,-1.25,2.75,10,-0.5,1.0,4.5,1,0,6,2,0,1,0,0,69,35,61,25,5,0,5,8,69,31,HT,1
686156,606,ARG Cup,Argentina Cup,A,32,Argentina,A,2502,CA Independiente,6395,Lanus,0.0,2.0,9.5,0.0,0.75,4.5,0,0,0,3,1,4,0,0,44,37,20,25,2,3,2,1,53,47,37,1
685758,397,PRY DP,Paraguay Division Profesional,P,114,Paraguay,B,3236,Sol de America,3239,Sportivo Luqueno,-0.25,2.25,9.5,0.0,0.75,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NS,1
