MatchID,LeagueID,LeagueName,LeagueFullname,LeagueAbbreviation,CountryID,CountryName,CountryAbbreviation,HomeTeamID,HomeTeamName,GuestTeamID,GuestTeamName,HostHandicapFT,ExpectedGoalsFT,BettingCuoteFT,HostHandicapHT,ExpectedGoalsHT,BettingCuoteHT,HostGoalsFT,GuestGoalsFT,HostCornersFT,GuestCornersFT,HostYCFT,GuestYCFT,HostRCFT,GuestRCFT,HostAttacksFT,GuestAttacksFT,HostDAttacksFT,GuestDAttacksFT,HostonTargetFT,GuestonTargetFT,HostoffTargetFT,GuestoffTargetFT,HostPossessionFT,GuestPossessionFT,Status,Goal
688647,108,PRT PL,Portugal Primeira Liga,P,45,Portugal,P,1039,Vitoria Setubal,6088,Boavista,0.0,1.75,10.5,0.0,0.75,5,1,0,2,8,2,4,0,0,94,106,25,68,4,5,5,19,46,54,89,1
688648,108,PRT PL,Portugal Primeira Liga,P,45,Portugal,P,6520,Portimonense,6865,Santa Clara,-0.5,2.25,10.5,-0.25,0.75,5,1,0,4,6,4,2,0,0,135,83,50,39,4,3,9,7,54,46,94,1
692367,1105,ARG C W,Argentina Championship Women,A,32,Argentina,A,13071,San Lorenzo Women,13221,Platense Women,-2.5,4.0,10,-1.0,2.0,5,2,2,4,4,0,2,0,0,103,87,64,48,6,8,8,2,0,0,78,1
688650,654,ARG PD,Argentina Primera Division,A,32,Argentina,A,2503,Defensa y Justicia,6791,Argentinos Jrs,-0.25,1.75,9.5,0.0,0.75,4.5,0,0,2,5,3,1,0,0,47,45,24,34,1,0,2,4,46,54,HT,0
688641,214,BRA CB SB,Campeonato Brasileiro Serie B,C,47,Brazil,B,6347,Coritiba,1647,Sport Recife,-0.25,2.0,10,0.0,0.75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,NS,0
692433,2303,Mexico LMF,Mexico Liga MX Femenil,M,49,Mexico,M,28262,Veracruz Women,36683,Necaxa Women,-1.0,2.5,8,-0.25,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,NS,0
